vocab,count
scr,4
isu,4
yalah,4
sure,4
out,4
kmu,4
jualan,4
iyah,4
bye,4
panitia,4
exo,4
something,4
periode,4
mumpung,4
bandel,4
balap,4
kk,4
-d-,4
eneg,4
penyakit,4
zonk,4
ngliat,4
ikon,4
plaza,4
bsk,4
dilancarkan,4
kotak,4
favorit,4
guna,4
than,4
terbiasa,4
maw,4
musim,4
pasang,4
acc,4
terlihat,4
harta,4
die,4
bpjs,4
biaya,4
r,4
maghrib,4
bentar,4
saldo,4
yeay,4
itupun,4
terkutuk,4
dijelaskan,4
digunakan,4
pea,4
izinkan,4
ikatan,4
semesta,4
mengenal,4
ditengah,4
kwetiau,4
ane,4
suaranya,4
diantara,4
tonton,4
sim,4
laki-laki,4
nek,4
bbrp,4
them,4
tugasnya,4
sunyi,4
antrian,4
dangkal,4
kai,4
diliatin,4
nusa,4
pendukung,4
memandang,4
about,4
alumni,4
geli,4
mengisi,4
berantem,4
istimewa,4
sayur,4
artikel,4
survey,4
asian,4
radikalisme,4
sia,4
jawabannya,4
games,4
kursi,4
check,4
go,4
memahami,4
persahabatan,4
paris,4
telur,4
jaewon,4
dendam,4
cerah,4
inspirasi,4
engak,4
cabul,4
tanda,4
streaming,4
ea,4
memelukmu,4
mengajari,4
materi,4
awet,4
gadis,4
wan,4
hidupnya,4
halah,4
solusi,4
am,4
desa,4
koar,4
ibunya,4
istighfar,4
last,4
anugerah,4
monas,4
hiburan,4
ortu,4
ulama,4
td,4
down,4
halal,4
doanya,4
palembang,4
wkt,4
urusin,4
anniversary,4
dikirim,4
menarik,4
kumpul,4
away,4
pbb,4
berkualitas,4
setahun,4
bangunan,4
makanannya,4
mendingan,4
maya,4
biadab,4
tenaga,4
seterusnya,4
konsumen,4
woi,4
misi,4
perbaiki,4
puyeng,4
sejarah,4
denganmu,4
bakar,4
berulang,4
ngejalanin,4
radio,4
gundul,4
senin,4
pemikiran,4
yogyakarta,4
bala,4
tangannya,4
sesekali,4
jepang,4
mkin,4
temenan,4
tdr,4
him,4
maksa,4
akutu,4
kamera,4
ngebayangin,4
bca,4
online,4
share,4
tulisan,4
berisik,4
bapuk,4
setidaknya,4
tbtb,4
waras,4
dibales,4
merinding,4
teknologi,4
kog,4
berkali2,4
dinas,4
raisa,4
menara,4
tingkat,4
mampus,4
beraktivitas,4
kiya,4
ganggu,4
moment,4
soon,4
masukin,4
dortmund,3
cute,3
gimanapun,3
jkw,3
dicuekin,3
paketan,3
menghibur,3
gerakan,3
uwe,3
kiper,3
biarpun,3
persis,3
persibday,3
dibangun,3
binatang,3
temuin,3
menyiram,3
even,3
hutang,3
want,3
menyebalkan,3
berlaku,3
dihapus,3
bedak,3
menghasilkan,3
kembar,3
dimaksud,3
memperjuangkan,3
special,3
kocak,3
memangnya,3
25,3
kusam,3
help,3
aduk,3
pencitraan,3
raisa6690,3
kira-kira,3
nyerah,3
sampaikan,3
lapangan,3
mainnya,3
-d,3
ultah,3
rapuh,3
gpp,3
bagian,3
sesuka,3
mewujudkan,3
penghargan,3
menaklukkan,3
hidungnya,3
aah,3
pengikutny,3
moter2,3
dipertanyakan,3
luck,3
ibumu,3
sahuur,3
sayangku,3
baiklah,3
nyalain,3
efeknya,3
nyasar,3
bertindak,3
menyelesaikan,3
dosen,3
yampun,3
gatal,3
bi,3
laknat,3
peserta,3
diperjuangin,3
bangett,3
kesayangan,3
rokok,3
ham,3
sekecil,3
dibantu,3
hukuman,3
dl,3
bumn,3
secepat,3
vaseline,3
kerudung,3
lupakan,3
kilat,3
ny,3
kode,3
pembantu,3
mh,3
dmn,3
dijual,3
melepas,3
bahasanya,3
laluny,3
prabocor,3
hidayah,3
ntar,3
tenggara,3
astaga,3
kriminalisasi,3
sah,3
woojin,3
apanya,3
gituan,3
kontribusi,3
amrik,3
puluhan,3
kencang,3
akoh,3
thamrin,3
mementingkan,3
buang2,3
molo,3
nene,3
jutaan,3
pngen,3
seble,3
2019,3
knl,3
hayu,3
selatan,3
bertahun2,3
berkunjung,3
dont,3
dapetin,3
beragam,3
allaah,3
penumpang,3
pencerahan,3
free,3
ki,3
ngerekam,3
ojok,3
rebutan,3
setengah,3
nuhun,3
jek,3
komennya,3
bnyak,3
cintanya,3
tajam,3
hidupmu,3
grgr,3
mental,3
lampir,3
king,3
turunan,3
kayanya,3
tauk,3
iyaa,3
bersalah,3
call,3
wanda,3
wth,3
awak,3
merem,3
bersiap,3
ibu2,3
gmana,3
smile,3
jawabnya,3
pst,3
keluargaku,3
gemar,3
kynya,3
ceria,3
jum,3
berdasarkan,3
bawaannya,3
kampanye,3
becanda,3
nyentuh,3
erat,3
harap,3
sepasang,3
mino,3
still,3
pelaminan,3
ntb,3
worst,3
belinya,3
tololnya,3
raya,3
blok,3
jodohnya,3
bertiga,3
kambing,3
sate,3
mr,3
menyudutkan,3
kppn,3
titip,3
jalanin,3
gedung,3
roda,3
suram,3
skarang,3
bnget,3
ensenang,3
mpr,3
ingatan,3
menambah,3
mao,3
pantat,3
baikk,3
ujung,3
besarnya,3
sunguh,3
sebesar,3
udahan,3
definisi,3
gugur,3
untuknya,3
ngoceh,3
jatohnya,3
deras,3
bgitu,3
kost,3
dinda,3
sengsara,3
hh,3
wkw,3
nggk,3
membenci,3
mjd,3
universitas,3
ngejar,3
sambut,3
sodorin,3
melayani,3
omg,3
perasan,3
selo,3
mpe,3
sebaik-baiknya,3
gokil,3
kendaraan,3
hati2,3
modern,3
melihatnya,3
lw,3
tar,3
krg,3
dalamnya,3
jua,3
keyakinan,3
melangkah,3
jurang,3
pastilah,3
ibuku,3
kotor,3
menuduh,3
chelsea,3
banyakin,3
makassar,3
cahaya,3
cubit,3
koleksi,3
semenjak,3
persatu,3
usai,3
photo,3
kualitas,3
tanpamu,3
maksain,3
lapak,3
gawang,3
bawaan,3
humble,3
diberkati,3
gemesin,3
hati-hati,3
desain,3
because,3
ngaca,3
sexy,3
menjawab,3
got,3
order,3
stress,3
dibully,3
hard,3
88,3
gerah,3
le,3
ngadepin,3
meiga,3
sing,3
seantero,3
twet,3
hujat,3
followers,3
kebablasan,3
by,3
elo,3
tengil,3
toc,3
menilai,3
bajunya,3
taat,3
kejutan,3
ngaku,3
padang,3
kebencian,3
pekerti,3
kaca,3
sosis,3
stop,3
samaa,3
ngikutin,3
babak,3
mulus,3
dika,3
karuan,3
mertua,3
ehh,3
kebahagian,3
samasama,3
against,3
dimana2,3
verbal,3
sbnrnya,3
mrk,3
temen-temen,3
heboh,3
translate,3
diluar,3
susu,3
nyontek,3
dimanapun,3
indo,3
sarjana,3
pragmatis,3
tweeps,3
udara,3
rider,3
st,3
alami,3
hyung,3
irit,3
sebaiknya,3
give,3
chatting,3
baunya,3
menunjukkan,3
godan,3
lokal,3
berlangsung,3
sejam,3
cucok,3
pajak,3
as,3
report,3
ily,3
belakangmu,3
pohon,3
caper,3
ava,3
recehkantwitter,3
joget,3
diliat,3
hee,3
namjoon,3
difitnah,3
junjungan,3
kandang,3
satu2,3
lali,3
andai,3
snm,3
langgeng,3
kritik,3
kassy,3
antriannya,3
kembalian,3
beserta,3
cat,3
punyaku,3
lisa,3
dtg,3
dee,3
enakan,3
ujungnya,3
goblog,3
gih,3
plg,3
ang,3
madu,3
demo,3
jantungku,3
ceplukan,3
membosankan,3
rata,3
black,3
ember,3
pemakaian,3
dipandang,3
berkumpul,3
wedding,3
internetan,3
tae,3
pipis,3
huft,3
th,3
international,3
mbah,3
penjaga,3
msih,3
rendah,3
membiarkan,3
kanan,3
notif,3
prinsip,3
mbaknya,3
hadeh,3
parpol,3
menjatuhkan,3
rujukan,3
songong,3
katak,3
bersuara,3
bersedia,3
nurutin,3
mobile,3
way,3
berlindung,3
its,3
mabok,3
tni,3
dusta,3
men,3
jiwaku,3
pgen,3
mkn,3
take,3
pengabdian,3
map,3
donor,3
ganjaran,3
ampli,3
nusuk,3
menjadikan,3
yha,3
sayangmu,3
labil,3
jugak,3
memimpin,3
wong,3
dibayar,3
menghadapi,3
bilangnya,3
padat,3
server,3
kenceng,3
puji,3
hambanya,3
nur,3
konsen,3
jadilebihbaik,3
image,3
lintas,3
sejenis,3
berbagai,3
bismilah,3
buktikan,3
aslinya,3
template,3
temenya,3
never,3
bawel,3
pft,3
dikarenakan,3
perduli,3
pengajian,3
iman,3
lekas,3
beritanya,3
tft,3
cancel,3
yaudahlah,3
back,3
from,3
yaallah,3
dlu,3
polri,3
konsumsi,3
klu,3
napa,3
zon,3
konyol,3
cemilan,3
instead,3
pengennya,3
mengaku,3
pura2,3
gocar,3
dpet,3
koq,3
xellent,3
ckck,3
ber2,3
yakaan,3
dini,3
pipi,3
disukai,3
ktmu,3
merapi,3
kegiatan,3
sya,3
laut,3
bete,3
part,3
doank,3
pantaskah,3
surat,3
timbul,3
aktivitas,3
repot,3
budaya,3
etika,3
tweetnya,3
perhelatan,3
empat,3
two,3
dada,3
konflik,3
sbagai,3
buru,3
kupluk,3
hakiki,3
sama-sama,3
yap,3
tahukah,3
udahlah,3
nada,3
hargai,3
rabu,3
ungulan,3
pesawat,3
bales,3
mengeluh,3
berkenan,3
tangguh,3
kerumah,3
tibatiba,3
dukung,3
termos,3
dipikir,3
rasis,3
misalnya,3
target,3
seumur,3
diamankan,3
bolak,3
haram,3
es,3
tepuk,3
ngambek,3
ngomongnya,3
nyambung,3
bersinar,3
200,3
semen,3
siluman,3
masaknya,3
hoh,3
sari,3
berjuta,3
menjalin,3
fajar,3
mendaftar,3
dipelihara,3
sesungguhnya,3
inggris,3
sastra,3
tersakiti,3
300,3
old,3
dipilih,3
style,3
wahyu,3
family,3
bebeb,3
inna,3
kasur,3
ahaha,3
enteng,3
workshop,3
buk,3
suaminya,3
trnyata,3
windows,3
kerjan,3
pantai,3
pakde,3
ciptaan,3
superhero,3
blitar,3
noor,3
nantinya,3
hehehehe,3
supir,3
z,3
pernikahan,3
ahahaha,3
kedatangan,3
bak,3
world,3
dikasi,3
dibohongin,3
klaim,3
pariwisata,3
ilang,3
putuskan,3
sirik,3
logika,3
sukarno,3
hapus,3
summer,3
ala,3
berkabar,3
sam,3
telponan,3
wait,3
tergantung,3
dasarnya,3
begituan,3
dimakan,3
mules,3
orderan,3
risih,3
liatin,3
kekuasaan,3
urus,3
resiko,3
elit,3
milad,3
kawin,3
meni,3
matiin,3
gilee,3
hrus,3
giant,3
treatment,3
gemes,3
case,3
naksir,3
true,3
membubarkan,3
ngaji,3
ragu,3
work,3
cma,3
menyadarkan,3
very,3
blh,3
jera,3
ketulusan,3
upload,3
axis,3
ending,3
mengulang,3
lulusan,3
email,3
sensasi,3
gunung,3
menyerah,3
melawan,3
berdarah,3
trans,3
halte,3
membentuk,3
she,3
ipa,3
just,3
april,3
wangi,3
sad,3
omelan,3
perspektif,3
kesekian,3
jeruk,3
ciee,3
nanggepin,3
mayan,3
asoy,3
cintaku,3
menyesatkan,3
kebiasan,3
anies,3
jokowi2periode,3
konsisten,3
hitungan,3
terdaftar,3
pura,3
j,3
adab,3
point,3
jalani,3
mal,3
tuker,3
maning,3
berpindah,3
pertandingan,3
terdapat,3
berikutnya,3
hobi,3
tes,3
duhh,3
jln,3
segitu,3
jelas2,3
oppa,3
jati,3
nan,3
ucapan,3
presentasikan,3
nyindir,3
rapat,3
sesayang,3
dongo,3
milikku,3
rada,3
menyampaikan,3
eike,3
ahy,3
bidang,3
melulu,3
piza,3
koar2,3
jebakan,3
pegel,3
okey,3
livable,3
tolak,3
hantu,3
bat,3
mengalami,3
keok,3
playlist,3
mensive,3
esa,3
jenuh,3
double,3
membunuh,3
was,3
rekening,3
pdhal,3
sekalinya,3
macan,3
rewel,3
ditutup,3
perkembangan,3
mendekati,3
bertambah,3
ngopi,3
menyatukan,3
tmn,3
hatinya,3
biadap,3
mel,3
dijawab,3
pencapaian,3
ngenalin,3
ketoprak,3
biarlah,3
bio,3
melepaskan,3
wkwkwkw,3
wey,3
penggunaan,3
acaranya,3
cafe,3
brp,3
kerupuk,3
couple,3
mbok,3
lewatin,3
menyakitkan,3
korup,3
nte,3
bedanya,3
terkait,3
memperlakukan,3
minim,3
hening,3
jarak,3
meter,3
pelita,3
elah,3
bday,3
slipi,3
lembar,3
face,3
antar,3
menyelamatkan,3
single,3
masing,3
terluka,3
kenyataannya,3
indomie,3
mamih,3
sedap,3
panti,3
twiter,3
soto,3
dipaksa,3
update,3
kasmaran,3
berwibawa,3
berhak,3
mikirnya,3
memanjakan,3
betawi,3
berbanding,3
ayat,3
terbalik,3
oalah,3
kecilnya,3
nyebelin,3
memutuskan,3
mom,3
boy,3
beb,3
crew,3
memegang,3
menggantikan,3
astagfirullah,3
sejujurnya,3
mslh,3
bapak2,3
makhluk,3
sujud,3
mamak,3
bermain,3
syukur,3
android,3
kertas,3
lagian,3
kesampaian,3
dianjurkan,3
piala,3
itu2,3
pembenaran,3
2x,3
pala,3
long,3
cabang,3
perbuatan,3
test,3
nntn,3
2019gantipresiden,3
dirusak,3
jagoan,3
mele,3
ilcbpip,3
kesetiaan,3
kerna,3
agustus,3
kaan,3
tampil,3
matematika,3
kafir,3
tagar,3
gaib,3
unit,3
kinerja,3
kabinet,3
sunda,3
cewenya,3
diketawain,3
sepihak,3
nganggep,3
bli,3
menu,3
manisnya,3
tanggapan,3
dinding,3
melalui,3
13,3
gembel,3
kemampuan,3
ngabalin,3
studio,3
sebal,3
like,3
cabut,3
pro,3
disangka,2
olivia,2
jadikan,2
aul,2
jadin,2
gag,2
sifatnya,2
jumpa,2
ehmm,2
ditemani,2
saik,2
curhatan,2
msuk,2
perhatiin,2
waduh,2
dikit-dikit,2
mandinya,2
ican,2
berati,2
handuk,2
pda,2
bad,2
keamanan,2
wk,2
swasta,2
mengecewakan,2
sambat,2
percuma,2
bukti2,2
pemilihan,2
penjualan,2
mamahnya,2
bengong,2
olin,2
ca,2
kt,2
use,2
model,2
bodoamat,2
scientism,2
has,2
melewati,2
lewati,2
ignya,2
sun,2
berkelana,2
pembatas,2
canggih,2
diary,2
pertimbangan,2
sr,2
pengeluaran,2
creator,2
per,2
mangkrak,2
kemunafikan,2
cibubur,2
ajidarma,2
workshopcerpenkompas2015,2
udeh,2
bersahabat,2
selfie,2
batin,2
koalisi,2
diajakin,2
error,2
cekrekan,2
fine,2
chara,2
dirawat,2
itukah,2
apple,2
body,2
dh,2
woho,2
lau,2
keuntungan,2
bolong,2
unsur,2
bungkus,2
amarah,2
gumira,2
alesan,2
kmn,2
periksa,2
melengkapi,2
messenger,2
bobo,2
penonton,2
along-nya,2
puluh,2
wasweswoswasweswos,2
kementerian,2
prnh,2
gamis,2
pendapatan,2
nilainya,2
diajar,2
seri,2
goeun,2
arcana,2
menghilangkan,2
speakup,2
vocal,2
win,2
menempuh,2
base,2
dibandingin,2
bukankah,2
sepak,2
membangkitkan,2
terhenti,2
rambutnya,2
manjur,2
badannya,2
sak,2
teringat,2
kasihku,2
itb,2
visi,2
dok,2
jgn2,2
rica,2
arogansi,2
stuff,2
kamen,2
snsd,2
project,2
prihatin,2
teriakan,2
goyangannya,2
sop,2
kalopun,2
taunya,2
tersentuh,2
haduh,2
melaporkan,2
kemasan,2
lamanya,2
kresek,2
mengurangi,2
senyummu,2
konteks,2
logikanya,2
mengiris,2
adat,2
sahabatku,2
hendra,2
bal-balan,2
kekasihku,2
buntut,2
analis,2
done,2
daur,2
progress,2
komentator,2
warganya,2
bagai,2
nike,2
gabakalan,2
diprotes,2
forum,2
reuni,2
48,2
bekukan,2
mencukupi,2
dikelilingi,2
geng,2
ganda,2
design,2
ibundanya,2
siapin,2
akademik,2
earth,2
begadang,2
hour,2
5-6,2
jatinangor,2
delkon,2
tersendiri,2
butuhkan,2
ebuset,2
kemaren2,2
menghemat,2
terlibat,2
zona,2
gimane,2
indie,2
coach,2
seh,2
lagipula,2
yuhuu,2
dihormati,2
membalas,2
ngadu2an,2
gabakat,2
hadad,2
scene,2
rupiah,2
berbincang,2
suksesnya,2
nyenyak,2
2thn,2
nikmati,2
bara,2
je,2
putput,2
perkuat,2
bil,2
serem,2
mat,2
mengamalkannya,2
rkyt,2
wakil,2
blkang,2
dialem2,2
sayngnya,2
ikut2an,2
lip,2
carls,2
jr,2
central,2
apasih,2
dogma,2
kanada,2
spt,2
nyium,2
hidung,2
dy,2
salahnya,2
pesonanya,2
senyum2,2
gilak,2
olga,2
lahh,2
rupa,2
rezekinya,2
ngalor,2
mencium,2
ngidul,2
hadeehh,2
tegar,2
seakan2,2
seringnya,2
magrib,2
main2,2
eehh,2
anget,2
kpn,2
mencapai,2
baso,2
exocomingsoon,2
berlanjut,2
exoplanet,2
voucher,2
abisnya,2
kelar2,2
iyee,2
omong,2
jilbab,2
fighting,2
karyamu,2
wagelaseh,2
sinkat,2
clubbing,2
perasaanmu,2
membanggakan,2
namamu,2
keberkahan,2
channel,2
coba2,2
dude,2
tuy,2
angkatan,2
warisan,2
akal,2
weareoneexo,2
menertawakan,2
rok,2
dikenal,2
menyalah-nyalahkan,2
terus2an,2
rap,2
ayahnya,2
casual,2
belaian,2
jokowido2,2
rojali,2
hello,2
dibilangin,2
gapenting,2
faham,2
blogger,2
thb,2
gogilang,2
tap,2
juned,2
hebatt,2
elus,2
balon,2
direbut,2
ngerebut,2
lembek,2
dim3vi,2
nevolone,2
otw,2
anton,2
many,2
syuting,2
bumbu,2
didalem,2
dibuang,2
memelihara,2
organisasi,2
dilubang,2
apolitis,2
sbtr,2
mendidik,2
hadiahnya,2
sains,2
teruntuk,2
darmo,2
keputusan,2
hegemoni,2
maen,2
tempurung,2
konsul,2
papua,2
sampek,2
ajarkan,2
radit,2
ketemuan,2
didunia,2
engkaulah,2
apal,2
kapolri,2
sedotan,2
budget,2
teror,2
ngelatih,2
amanat,2
indosatjakarta,2
english,2
99,2
c3,2
panggilan,2
bny,2
level,2
lv,2
kurangi,2
caraku,2
smash,2
-cantik,2
perilaku,2
dikala,2
univ,2
tambahin,2
toleran,2
menag,2
terlelap,2
anang,2
ele,2
katolik,2
mine,2
beban,2
cemberut,2
ucl,2
keseel,2
ubah,2
baikkanlah,2
terbesar,2
kantong,2
perekonomian,2
lola,2
pelatih,2
iklan,2
prj,2
ber,2
konglomerat,2
bwt,2
skripsinya,2
kepengen,2
wajahmu,2
bersabarlah,2
wiraswasta,2
mengenai,2
sejauh,2
flash,2
armyselcaday,2
ahahahaha,2
bljr,2
nasution,2
pangkat,2
kelola,2
kmren,2
minimarket,2
hoax,2
gift,2
ami,2
hazard,2
silat,2
neko,2
bertanggung,2
gading,2
aplikasinya,2
godaan,2
belakangan,2
kacau,2
kepulangan,2
nyali,2
kutu,2
ups,2
pose,2
sertifikat,2
menghilang,2
valen,2
smart,2
reason,2
suka-suka,2
jne,2
faedah,2
psikologi,2
umroh,2
qobul,2
gambir,2
tegas,2
takbir,2
irvanardiant,2
tinggalkan,2
berpisah,2
mentionan,2
kusut,2
syantik,2
goyang,2
melelahkan,2
tersinggung,2
emak2,2
ondel2,2
ngerusak,2
etdah,2
iki,2
begitupun,2
lari,2
gantiin,2
leher,2
momen,2
luarbiasa,2
komplit,2
laptopnya,2
berlalu,2
masang,2
perawatan,2
matian,2
pelabuhan,2
militer,2
berolahraga,2
ojol,2
dibenerin,2
ngamuk,2
bah,2
mukjizat,2
golput,2
terganti,2
mudah2an,2
keterima,2
berkali-kali,2
lobby,2
dadanya,2
sulawesi,2
penanganan,2
merangkul,2
manggil,2
pundak,2
ngembang,2
mtk,2
mengalir,2
4lay,2
nich,2
harrasement,2
dakwah,2
sekala,2
signalnya,2
did,2
twit2,2
stuck,2
digodain,2
dimatiin,2
bensin,2
lokasinya,2
senior,2
pantatnya,2
apes,2
diperlakukan,2
saudari,2
diginiin,2
gita,2
berdiskusi,2
jelaskan,2
coki,2
cui,2
ante,2
kelinci,2
nyadar,2
sekali-sekali,2
panglima,2
kintamani,2
membangun,2
ngechat,2
ketenangan,2
menyatakan,2
diskusi,2
made,2
negara2,2
rapih,2
pisces,2
laki2,2
bzztt,2
estijo,2
shoping,2
temans,2
prt,2
drop,2
knapa,2
aya,2
diusut,2
haruskah,2
kautsar,2
doong,2
jamaah,2
xi,2
token,2
share2,2
mbk,2
kota3-,2
percayalah,2
knowledge,2
hikmahnya,2
pinkan,2
kain,2
mantengin,2
kebaya,2
bordir,2
kill,2
tarif,2
skrang,2
noh,2
kenaikan,2
duri,2
masuknya,2
istriku,2
dibis,2
tetaplah,2
sayangg,2
apaa,2
menyalami,2
kebetulan,2
mendatangi,2
mblo,2
lima,2
provokator,2
jt,2
rata2,2
provinsi,2
seno,2
ngpain,2
mencintainya,2
populer,2
berkerudung,2
fair,2
ditindak,2
ego,2
deadline,2
kala,2
skg,2
doyan,2
matek,2
acara2,2
asiknya,2
ajan,2
muntahin,2
kga,2
manfaat,2
mamang,2
bosnya,2
less,2
kiss,2
pikun,2
mbl,2
demikian,2
melahirkan,2
sesibuk,2
buya,2
sereceh,2
memenuhi,2
daan,2
tweps,2
gituu,2
kebo,2
satpam,2
sktm,2
aduuhh,2
sebentuk,2
menindaklanjuti,2
terpilih,2
membanting,2
bp,2
memberimu,2
amit2,2
kamunya,2
langsing,2
terharuu,2
rcti,2
razan,2
mendoakan,2
dengernya,2
alasannya,2
liberal,2
medis,2
ge,2
terpenting,2
motong,2
qyara,2
cawapres,2
berduka,2
kepolosan,2
better,2
mutusin,2
pelacur,2
jaemin,2
berkembang,2
panggil,2
ker,2
berkomentar,2
3kali,2
suster,2
avatar,2
dipanggilnya,2
pendamping,2
second,2
random,2
mondok,2
bangets,2
cemburuan,2
ditungu,2
kam,2
ngamen,2
terlahir,2
sep,2
umatmu,2
merawat,2
kesetian,2
tas,2
dibutuhkan,2
isteri,2
ahli,2
layaknya,2
mantapp,2
berjam-jam,2
inggrisnya,2
ruang,2
inti,2
perak,2
kuharus,2
george,2
dilihat,2
umumnya,2
jaket,2
melindungi,2
kulit,2
sinar,2
aksi,2
mimpin,2
disamperin,2
lucky,2
koalisinya,2
merangkai,2
seindah,2
segala-galanya,2
mengatur,2
sok-sokan,2
kawin-cerai,2
makna,2
nafsu,2
divisi,2
prince,2
garuda,2
helm,2
pakaianya,2
liaitukalia,2
unik,2
daging,2
hope,2
masukan,2
dilawan,2
sungkan,2
semanis,2
dipanggil,2
lia,2
nganter,2
gancit,2
sunscreen,2
pc,2
lelaku,2
kolam,2
tujuannya,2
jatah,2
ms,2
diundur,2
thdp,2
sll,2
kemungkinan,2
berupaya,2
qadar,2
tokopedia,2
teruss,2
tag,2
spesifik,2
petir,2
pis,2
bernafas,2
perhatianku,2
travelling,2
camkan,2
hobby,2
meriah,2
sebulan,2
hampa,2
oppa2,2
sembari,2
penyelamatan,2
betah,2
sepupunya,2
pemandangan,2
melibatkan,2
syarat,2
olang,2
palu,2
merancang,2
then,2
semudah,2
oaja,2
sabang,2
0709,2
dijalan,2
pelan,2
kontol,2
depok,2
hahay,2
kembang,2
salahkan,2
karvanda,2
mengonggong,2
ful,2
aih,2
complain,2
loncat2,2
adi,2
envy,2
0645,2
omongannya,2
basi,2
meler,2
mengajak,2
dipangil,2
victoria,2
dijaga,2
kash,2
sekale,2
dimiliki,2
kuberikan,2
akun2,2
hina,2
rek,2
palanya,2
ngewe,2
mitos,2
larang,2
sipit,2
tahap,2
jungkook,2
pelayanannya,2
terkebelakang,2
purple,2
hunting,2
relevan,2
vibe,2
brengsek,2
dach,2
penjelasan,2
kurtilas,2
thks,2
satelit,2
lha,2
bodynya,2
control,2
bnr2,2
bless,2
mcd,2
ar,2
buana,2
1998,2
wktu,2
ibarat,2
1-2,2
shaf,2
bhay,2
berusahalah,2
angoro,2
jank,2
perpanjang,2
terpecah,2
kebagian,2
memaafkan,2
perkataan,2
sdah,2
tepar,2
nyantol,2
pusat,2
takluk,2
buronan,2
maav,2
berkehendak,2
sekelompok,2
gerombolan,2
arguement,2
pertunjukan,2
reno,2
sentuh,2
201213,2
jauh2,2
memaklumi,2
pakistan,2
sarang,2
semarah,2
kawasan,2
nyengir,2
prasangka,2
ariel,2
sakitnya,2
teliti,2
mantanan,2
hubungannya,2
maret,2
berbunyi,2
handphone,2
produk,2
dewi,2
lptop,2
emot,2
figure,2
disadari,2
public,2
kening,2
mempunyai,2
menguatkan,2
segampang,2
nerima,2
gengsi,2
bolanya,2
tulisanku,2
disurga,2
lomba,2
sedunia,2
kerasnya,2
disembuhkan,2
dilain,2
ay,2
termenung,2
kebijakan,2
berjumpa,2
oma,2
dimintain,2
masnya,2
pensiun,2
kebayang,2
cetak,2
perka,2
handsome,2
nyusun,2
35,2
yailah,2
al-azhar,2
usulan,2
mengikuti,2
malak,2
kian,2
brsama,2
bahagiamu,2
bt,2
idaman,2
rantau,2
pasangin,2
hangus,2
mengutamakan,2
kuliner,2
pandai,2
asalkan,2
paper,2
mencuri,2
sebanding,2
mushola,2
kesannya,2
nyaleg,2
uno,2
hbd,2
may,2
bgn,2
melengking,2
citra,2
perbedaan,2
nemuin,2
hitz,2
ngerubah,2
berobat,2
pacarnya,2
break,2
gosip,2
kelen,2
sejuta,2
becek,2
marah-marah,2
senyaman,2
buktinya,2
ngana,2
beta,2
seng,2
mewah,2
sharing,2
konsulen,2
smbl,2
disekolah,2
perlindungan,2
foto2,2
kejar,2
masyaallah,2
breng,2
menetap,2
airport,2
iftar,2
rasional,2
wed,2
karantina,2
korpri,2
dipertemukan,2
cit,2
musti,2
dikamar,2
ganguin,2
dikurangi,2
come,2
indon,2
ak,2
marahnya,2
ke-3,2
tindak,2
iyaiya,2
didalam,2
euy,2
personality,2
ungkapin,2
talented,2
yoona,2
sii,2
pulanglah,2
soale,2
wqwq,2
gesek,2
idup,2
listriknya,2
balek,2
shop,2
disampaikan,2
keunikan,2
nempatin,2
berinovasi,2
tumben,2
ngisi,2
dijadiin,2
sampingan,2
paha,2
pangkuan,2
canggung,2
cipok,2
blablabla,2
manggut-manggut,2
uts,2
show,2
malaikat-nya,2
merangkak,2
mall,2
pokokmen,2
palen,2
panjenengan,2
pia,2
diputer,2
alat,2
penyampaiannya,2
elektronik,2
cacing,2
gasuka,2
membahas,2
bulannya,2
kagetnya,2
prosedur,2
melarikan,2
kzl,2
disemua,2
mengapresiasi,2
aliando,2
perpisahan,2
backers,2
ngeluarin,2
epic,2
dianya,2
sayyidina,2
abiss,2
kep,2
seolah,2
cuih,2
cuk,2
bighit,2
berputar,2
dapetnya,2
sepakbola,2
klub,2
blame,2
victim,2
klen,2
manapun,2
doyoung,2
tertentu,2
fahri,2
persibku,2
bantul,2
meting,2
drastis,2
terhebat,2
penerus,2
yutub,2
temennya,2
scroll,2
gakbisa,2
bulir,2
memasuki,2
rahtawu,2
sinetron,2
yandi,2
simple,2
pan,2
mainin,2
pagar,2
gosling,2
singkat,2
tandanya,2
nikahin,2
ranah,2
bait,2
2015,2
pedes,2
join,2
hi,2
ibnu,2
tewas,2
istilah,2
gantung,2
nako,2
2016,2
anjink,2
bisa2nya,2
ryan,2
komedi,2
ikm,2
land,2
pudar,2
ngalah,2
every,2
bkin,2
kontroversi,2
sopir,2
ngeladenin,2
argh,2
nano,2
bobrok,2
allahu,2
absurd,2
microsoft,2
muterin,2
mon,2
asumsi,2
ditegor,2
lalui,2
sara,2
kwik,2
diuji,2
sampailah,2
membicarakan,2
cap,2
anjlok,2
pelanggan,2
estimasi,2
pemalas,2
sentuhan,2
kemajuan,2
dadakan,2
ati,2
taipan,2
siihh,2
gio,2
mlht,2
kowe,2
bapa,2
berpikiran,2
diperoleh,2
evaluasi,2
orng,2
gnti,2
working,2
salting,2
patroli,2
berwawasan,2
og,2
konten2,2
sukadeh,2
gedein,2
dsini,2
jalan2,2
din,2
mengasihi,2
mis,2
chef,2
lagii,2
happybaekhoday,2
lgi,2
